County	Year	Deaths
Dakota County, NE	2003	
Dawes County, NE	2003	
Dawson County, NE	2003	
Deuel County, NE	2003	
Dixon County, NE	2003	
Dodge County, NE	2003	
Douglas County, NE	2003	
Dundy County, NE	2003	
Fillmore County, NE	2003	
Franklin County, NE	2003	
Frontier County, NE	2003	
Furnas County, NE	2003	
Gage County, NE	2003	
Garden County, NE	2003	
Garfield County, NE	2003	
Gosper County, NE	2003	
Grant County, NE	2003	
Greeley County, NE	2003	
Hall County, NE	2003	
Hamilton County, NE	2003	
Harlan County, NE	2003	
Hayes County, NE	2003	
Hitchcock County, NE	2003	
Holt County, NE	2003	
Hooker County, NE	2003	
Howard County, NE	2003	
Jefferson County, NE	2003	
Johnson County, NE	2003	
Kearney County, NE	2003	
Keith County, NE	2003	
Kimball County, NE	2003	
Knox County, NE	2003	
Lancaster County, NE	2003	
Lincoln County, NE	2003	
Loup County, NE	2003	
Madison County, NE	2003	
Merrick County, NE	2003	
Morrill County, NE	2003	
Nance County, NE	2003	
Nemaha County, NE	2003	
Nuckolls County, NE	2003	
Otoe County, NE	2003	
Pawnee County, NE	2003	
Perkins County, NE	2003	
Phelps County, NE	2003	
Pierce County, NE	2003	
Platte County, NE	2003	
Polk County, NE	2003	
Red Willow County, NE	2003	
Richardson County, NE	2003	
Rock County, NE	2003	
Saline County, NE	2003	
Sarpy County, NE	2003	
Saunders County, NE	2003	
Scotts Bluff County, NE	2003	
Seward County, NE	2003	
Sheridan County, NE	2003	
Sherman County, NE	2003	
Stanton County, NE	2003	
Thayer County, NE	2003	
Thurston County, NE	2003	
Valley County, NE	2003	
Washington County, NE	2003	
Wayne County, NE	2003	
Webster County, NE	2003	
Wheeler County, NE	2003	
York County, NE	2003	
Adams County, OH	2003	
Allen County, OH	2003	
Ashland County, OH	2003	
Ashtabula County, OH	2003	
Athens County, OH	2003	
Auglaize County, OH	2003	
Belmont County, OH	2003	
Brown County, OH	2003	
Carroll County, OH	2003	
Champaign County, OH	2003	
Clinton County, OH	2003	
Columbiana County, OH	2003	
Coshocton County, OH	2003	
Crawford County, OH	2003	
Darke County, OH	2003	
Defiance County, OH	2003	
Delaware County, OH	2003	
Erie County, OH	2003	
Fairfield County, OH	2003	
Fayette County, OH	2003	
Fulton County, OH	2003	
Gallia County, OH	2003	
Geauga County, OH	2003	
Guernsey County, OH	2003	
Hancock County, OH	2003	
Hardin County, OH	2003	
Harrison County, OH	2003	
Henry County, OH	2003	
Highland County, OH	2003	
Hocking County, OH	2003	
Holmes County, OH	2003	
Huron County, OH	2003	
Jackson County, OH	2003	
Knox County, OH	2003	
Lake County, OH	2003	
Lawrence County, OH	2003	
Logan County, OH	2003	
Madison County, OH	2003	
Marion County, OH	2003	
Medina County, OH	2003	
Meigs County, OH	2003	
Mercer County, OH	2003	
Miami County, OH	2003	
Monroe County, OH	2003	
Morgan County, OH	2003	
Morrow County, OH	2003	
Muskingum County, OH	2003	
Noble County, OH	2003	
Ottawa County, OH	2003	
Paulding County, OH	2003	
Perry County, OH	2003	
Pickaway County, OH	2003	
Pike County, OH	2003	
Portage County, OH	2003	
Preble County, OH	2003	
Putnam County, OH	2003	
Richland County, OH	2003	
Ross County, OH	2003	
Sandusky County, OH	2003	
Scioto County, OH	2003	
Seneca County, OH	2003	
Shelby County, OH	2003	
Tuscarawas County, OH	2003	
Union County, OH	2003	
Van Wert County, OH	2003	
Vinton County, OH	2003	
Washington County, OH	2003	
Wayne County, OH	2003	
Williams County, OH	2003	
Wood County, OH	2003	
Wyandot County, OH	2003	
Baker County, OR	2003	
Benton County, OR	2003	
Clatsop County, OR	2003	
Columbia County, OR	2003	
Coos County, OR	2003	
Crook County, OR	2003	
Curry County, OR	2003	
Deschutes County, OR	2003	
Gilliam County, OR	2003	
Grant County, OR	2003	
Harney County, OR	2003	
Hood River County, OR	2003	
Jefferson County, OR	2003	
Josephine County, OR	2003	
Klamath County, OR	2003	
Lake County, OR	2003	
Lincoln County, OR	2003	
Linn County, OR	2003	
Malheur County, OR	2003	
Morrow County, OR	2003	
Polk County, OR	2003	
Sherman County, OR	2003	
Tillamook County, OR	2003	
Umatilla County, OR	2003	
Union County, OR	2003	
Wallowa County, OR	2003	
Wasco County, OR	2003	
Wheeler County, OR	2003	
Yamhill County, OR	2003	
Bedford County, TN	2003	
Benton County, TN	2003	
Bledsoe County, TN	2003	
Bradley County, TN	2003	
Campbell County, TN	2003	
Cannon County, TN	2003	
Carroll County, TN	2003	
Carter County, TN	2003	
Cheatham County, TN	2003	
Chester County, TN	2003	
Claiborne County, TN	2003	
Clay County, TN	2003	
Cocke County, TN	2003	
Coffee County, TN	2003	
Crockett County, TN	2003	
Cumberland County, TN	2003	
Decatur County, TN	2003	
DeKalb County, TN	2003	
Dickson County, TN	2003	
Dyer County, TN	2003	
Fayette County, TN	2003	
Fentress County, TN	2003	
Franklin County, TN	2003	
Gibson County, TN	2003	
Giles County, TN	2003	
Grainger County, TN	2003	
Greene County, TN	2003	
Grundy County, TN	2003	
Hamblen County, TN	2003	
Hancock County, TN	2003	
Hardeman County, TN	2003	
Hardin County, TN	2003	
Hawkins County, TN	2003	
Haywood County, TN	2003	
Henderson County, TN	2003	
Henry County, TN	2003	
Hickman County, TN	2003	
Houston County, TN	2003	
Humphreys County, TN	2003	
Jackson County, TN	2003	
Jefferson County, TN	2003	
Johnson County, TN	2003	
Lake County, TN	2003	
Lauderdale County, TN	2003	
Lawrence County, TN	2003	
Lewis County, TN	2003	
Lincoln County, TN	2003	
Loudon County, TN	2003	
McMinn County, TN	2003	
McNairy County, TN	2003	
Macon County, TN	2003	
Madison County, TN	2003	
Marion County, TN	2003	
Marshall County, TN	2003	
Maury County, TN	2003	
Meigs County, TN	2003	
Monroe County, TN	2003	
Montgomery County, TN	2003	
Moore County, TN	2003	
Morgan County, TN	2003	
Obion County, TN	2003	
Overton County, TN	2003	
Perry County, TN	2003	
Pickett County, TN	2003	
Polk County, TN	2003	
Putnam County, TN	2003	
Rhea County, TN	2003	
Roane County, TN	2003	
Robertson County, TN	2003	
Scott County, TN	2003	
Sequatchie County, TN	2003	
Sevier County, TN	2003	
Smith County, TN	2003	
Stewart County, TN	2003	
Sullivan County, TN	2003	
Tipton County, TN	2003	
Trousdale County, TN	2003	
Unicoi County, TN	2003	
Union County, TN	2003	
Van Buren County, TN	2003	
Warren County, TN	2003	
Washington County, TN	2003	
Wayne County, TN	2003	
Weakley County, TN	2003	
White County, TN	2003	
Williamson County, TN	2003	
Anderson County, TX	2003	
Andrews County, TX	2003	
Angelina County, TX	2003	
Aransas County, TX	2003	
Archer County, TX	2003	
Armstrong County, TX	2003	
Atascosa County, TX	2003	
Austin County, TX	2003	
Bailey County, TX	2003	
Bandera County, TX	2003	
Bastrop County, TX	2003	
Baylor County, TX	2003	
Bee County, TX	2003	
Bell County, TX	2003	
Blanco County, TX	2003	
Bosque County, TX	2003	
Bowie County, TX	2003	
Brazos County, TX	2003	
Brewster County, TX	2003	
Briscoe County, TX	2003	
Brooks County, TX	2003	
Brown County, TX	2003	
Burleson County, TX	2003	
Burnet County, TX	2003	
Caldwell County, TX	2003	
Calhoun County, TX	2003	
Callahan County, TX	2003	
Cameron County, TX	2003	
Camp County, TX	2003	
Carson County, TX	2003	
Cass County, TX	2003	
Castro County, TX	2003	
Chambers County, TX	2003	
Cherokee County, TX	2003	
Childress County, TX	2003	
Clay County, TX	2003	
Cochran County, TX	2003	
Coke County, TX	2003	
Coleman County, TX	2003	
Collingsworth County, TX	2003	
Colorado County, TX	2003	
Comanche County, TX	2003	
Concho County, TX	2003	
Cooke County, TX	2003	
Coryell County, TX	2003	
Cottle County, TX	2003	
Crane County, TX	2003	
Crockett County, TX	2003	
Crosby County, TX	2003	
Culberson County, TX	2003	
Dallam County, TX	2003	
Dawson County, TX	2003	
Deaf Smith County, TX	2003	
Delta County, TX	2003	
DeWitt County, TX	2003	
Dickens County, TX	2003	
Dimmit County, TX	2003	
Donley County, TX	2003	
Duval County, TX	2003	
Eastland County, TX	2003	
Edwards County, TX	2003	
Ellis County, TX	2003	
Erath County, TX	2003	
Falls County, TX	2003	
Fannin County, TX	2003	
Fayette County, TX	2003	
Fisher County, TX	2003	
Floyd County, TX	2003	
Foard County, TX	2003	
Franklin County, TX	2003	
Freestone County, TX	2003	
Frio County, TX	2003	
Gaines County, TX	2003	
Garza County, TX	2003	
Gillespie County, TX	2003	
Goliad County, TX	2003	
Gonzales County, TX	2003	
Gray County, TX	2003	
Grayson County, TX	2003	
Gregg County, TX	2003	
Grimes County, TX	2003	
Guadalupe County, TX	2003	
Hale County, TX	2003	
Hall County, TX	2003	
Hamilton County, TX	2003	
Hansford County, TX	2003	
Hardeman County, TX	2003	
Hardin County, TX	2003	
Harrison County, TX	2003	
Hartley County, TX	2003	
Haskell County, TX	2003	
Hays County, TX	2003	
Hemphill County, TX	2003	
Henderson County, TX	2003	
Hidalgo County, TX	2003	
Hill County, TX	2003	
Hockley County, TX	2003	
Hood County, TX	2003	
Hopkins County, TX	2003	
Houston County, TX	2003	
Howard County, TX	2003	
Hudspeth County, TX	2003	
Hunt County, TX	2003	
Hutchinson County, TX	2003	
Irion County, TX	2003	
Jack County, TX	2003	
Jackson County, TX	2003	
Jasper County, TX	2003	
Jeff Davis County, TX	2003	
Jim Hogg County, TX	2003	
Jim Wells County, TX	2003	
Johnson County, TX	2003	
Jones County, TX	2003	
Karnes County, TX	2003	
Kaufman County, TX	2003	
Kendall County, TX	2003	
Kerr County, TX	2003	
Kimble County, TX	2003	
Kinney County, TX	2003	
Kleberg County, TX	2003	
Knox County, TX	2003	
Lamar County, TX	2003	
Lamb County, TX	2003	
Lampasas County, TX	2003	
La Salle County, TX	2003	
Lavaca County, TX	2003	
Lee County, TX	2003	
Leon County, TX	2003	
Liberty County, TX	2003	
Limestone County, TX	2003	
Lipscomb County, TX	2003	
Live Oak County, TX	2003	
Llano County, TX	2003	
Lynn County, TX	2003	
McCulloch County, TX	2003	
McLennan County, TX	2003	
Madison County, TX	2003	
Marion County, TX	2003	
Martin County, TX	2003	
Mason County, TX	2003	
Matagorda County, TX	2003	
Maverick County, TX	2003	
Medina County, TX	2003	
Menard County, TX	2003	
Midland County, TX	2003	
Milam County, TX	2003	
Mills County, TX	2003	
Mitchell County, TX	2003	
Montague County, TX	2003	
Moore County, TX	2003	
Morris County, TX	2003	
Motley County, TX	2003	
Nacogdoches County, TX	2003	
Navarro County, TX	2003	
Newton County, TX	2003	
Nolan County, TX	2003	
Ochiltree County, TX	2003	
Oldham County, TX	2003	
Palo Pinto County, TX	2003	
Panola County, TX	2003	
Parmer County, TX	2003	
Pecos County, TX	2003	
Polk County, TX	2003	
Potter County, TX	2003	
Presidio County, TX	2003	
Rains County, TX	2003	
Randall County, TX	2003	
Reagan County, TX	2003	
Real County, TX	2003	
Red River County, TX	2003	
Reeves County, TX	2003	
Refugio County, TX	2003	
Roberts County, TX	2003	
Robertson County, TX	2003	
Rockwall County, TX	2003	
Runnels County, TX	2003	
Rusk County, TX	2003	
Sabine County, TX	2003	
San Augustine County, TX	2003	
San Jacinto County, TX	2003	
San Patricio County, TX	2003	
San Saba County, TX	2003	
Schleicher County, TX	2003	
Scurry County, TX	2003	
Shackelford County, TX	2003	
Shelby County, TX	2003	
Sherman County, TX	2003	
Smith County, TX	2003	
Somervell County, TX	2003	
Starr County, TX	2003	
Stephens County, TX	2003	
Sterling County, TX	2003	
Stonewall County, TX	2003	
Sutton County, TX	2003	
Swisher County, TX	2003	
Terrell County, TX	2003	
Terry County, TX	2003	
Throckmorton County, TX	2003	
Titus County, TX	2003	
Trinity County, TX	2003	
Tyler County, TX	2003	
Upshur County, TX	2003	
Upton County, TX	2003	
Uvalde County, TX	2003	
Val Verde County, TX	2003	
Van Zandt County, TX	2003	
Victoria County, TX	2003	
Walker County, TX	2003	
Waller County, TX	2003	
Ward County, TX	2003	
Washington County, TX	2003	
Wharton County, TX	2003	
Wheeler County, TX	2003	
Wilbarger County, TX	2003	
Willacy County, TX	2003	
Wilson County, TX	2003	
Winkler County, TX	2003	
Wise County, TX	2003	
Wood County, TX	2003	
Yoakum County, TX	2003	
Young County, TX	2003	
Zapata County, TX	2003	
Zavala County, TX	2003	
Adams County, WA	2003	
Asotin County, WA	2003	
Chelan County, WA	2003	
Clallam County, WA	2003	
Columbia County, WA	2003	
Cowlitz County, WA	2003	
Douglas County, WA	2003	
Ferry County, WA	2003	
Franklin County, WA	2003	
Garfield County, WA	2003	
Grant County, WA	2003	
Grays Harbor County, WA	2003	
Island County, WA	2003	
Jefferson County, WA	2003	
Kittitas County, WA	2003	
Klickitat County, WA	2003	
Lewis County, WA	2003	
Lincoln County, WA	2003	
Mason County, WA	2003	
Okanogan County, WA	2003	
Pacific County, WA	2003	
Pend Oreille County, WA	2003	
San Juan County, WA	2003	
Skamania County, WA	2003	
Stevens County, WA	2003	
Wahkiakum County, WA	2003	
Walla Walla County, WA	2003	
Whitman County, WA	2003	
Barbour County, WV	2003	
Boone County, WV	2003	
Braxton County, WV	2003	
Brooke County, WV	2003	
Calhoun County, WV	2003	
Clay County, WV	2003	
Doddridge County, WV	2003	
Fayette County, WV	2003	
Gilmer County, WV	2003	
Grant County, WV	2003	
Greenbrier County, WV	2003	
Hampshire County, WV	2003	
Hancock County, WV	2003	
Hardy County, WV	2003	
Harrison County, WV	2003	
Jackson County, WV	2003	
Jefferson County, WV	2003	
Lewis County, WV	2003	
Lincoln County, WV	2003	
Logan County, WV	2003	
McDowell County, WV	2003	
Marion County, WV	2003	
Marshall County, WV	2003	
Mason County, WV	2003	
Mineral County, WV	2003	
Monongalia County, WV	2003	
Monroe County, WV	2003	
Morgan County, WV	2003	
Nicholas County, WV	2003	
Ohio County, WV	2003	
Pendleton County, WV	2003	
Pleasants County, WV	2003	
Pocahontas County, WV	2003	
Preston County, WV	2003	
Putnam County, WV	2003	
Randolph County, WV	2003	
Ritchie County, WV	2003	
Roane County, WV	2003	
Summers County, WV	2003	
Taylor County, WV	2003	
Tucker County, WV	2003	
Tyler County, WV	2003	
Upshur County, WV	2003	
Wayne County, WV	2003	
Webster County, WV	2003	
Wetzel County, WV	2003	
Wirt County, WV	2003	
Wood County, WV	2003	
Albany County, WY	2003	
Big Horn County, WY	2003	
Campbell County, WY	2003	
Carbon County, WY	2003	
Converse County, WY	2003	
Crook County, WY	2003	
Fremont County, WY	2003	
Goshen County, WY	2003	
Hot Springs County, WY	2003	
Johnson County, WY	2003	
Laramie County, WY	2003	
Lincoln County, WY	2003	
Natrona County, WY	2003	
Niobrara County, WY	2003	
Park County, WY	2003	
Platte County, WY	2003	
Sheridan County, WY	2003	
Sublette County, WY	2003	
Sweetwater County, WY	2003	
Teton County, WY	2003	
Uinta County, WY	2003	
Washakie County, WY	2003	
Weston County, WY	2003	
Alachua County, FL	2004	
Baker County, FL	2004	
Bradford County, FL	2004	
Calhoun County, FL	2004	
Columbia County, FL	2004	
DeSoto County, FL	2004	
Dixie County, FL	2004	
Flagler County, FL	2004	
Franklin County, FL	2004	
Gadsden County, FL	2004	
Gilchrist County, FL	2004	
Glades County, FL	2004	
Gulf County, FL	2004	
Hamilton County, FL	2004	
Hardee County, FL	2004	
Hendry County, FL	2004	
Highlands County, FL	2004	
Holmes County, FL	2004	
Jackson County, FL	2004	
Jefferson County, FL	2004	
Lafayette County, FL	2004	
Leon County, FL	2004	
Levy County, FL	2004	
Liberty County, FL	2004	
Madison County, FL	2004	
Okeechobee County, FL	2004	
Sumter County, FL	2004	
Suwannee County, FL	2004	
Taylor County, FL	2004	
Union County, FL	2004	
Wakulla County, FL	2004	
Walton County, FL	2004	
Washington County, FL	2004	
Adams County, IL	2004	
Alexander County, IL	2004	
Bond County, IL	2004	
Boone County, IL	2004	
Brown County, IL	2004	
Bureau County, IL	2004	
Calhoun County, IL	2004	
Carroll County, IL	2004	
Cass County, IL	2004	
Christian County, IL	2004	
Clark County, IL	2004	
Clay County, IL	2004	
Clinton County, IL	2004	
Coles County, IL	2004	
Crawford County, IL	2004	
Cumberland County, IL	2004	
DeKalb County, IL	2004	
De Witt County, IL	2004	
Douglas County, IL	2004	
Edgar County, IL	2004	
Edwards County, IL	2004	
Effingham County, IL	2004	
Fayette County, IL	2004	
Ford County, IL	2004	
Franklin County, IL	2004	
Fulton County, IL	2004	
Gallatin County, IL	2004	
Greene County, IL	2004	
Grundy County, IL	2004	
Hamilton County, IL	2004	
Hancock County, IL	2004	
Hardin County, IL	2004	
Henderson County, IL	2004	
Henry County, IL	2004	
Iroquois County, IL	2004	
Jackson County, IL	2004	
Jasper County, IL	2004	
Jefferson County, IL	2004	
Jersey County, IL	2004	
Jo Daviess County, IL	2004	
Johnson County, IL	2004	
Kankakee County, IL	2004	
Kendall County, IL	2004	
Knox County, IL	2004	
Lawrence County, IL	2004	
Lee County, IL	2004	
Livingston County, IL	2004	
Logan County, IL	2004	
McDonough County, IL	2004	
McLean County, IL	2004	
Macon County, IL	2004	
Macoupin County, IL	2004	
Marion County, IL	2004	
Marshall County, IL	2004	
Mason County, IL	2004	
Massac County, IL	2004	
Menard County, IL	2004	
Mercer County, IL	2004	
Monroe County, IL	2004	
Montgomery County, IL	2004	
Morgan County, IL	2004	
Moultrie County, IL	2004	
Ogle County, IL	2004	
Peoria County, IL	2004	
Perry County, IL	2004	
Piatt County, IL	2004	
Pike County, IL	2004	
Pope County, IL	2004	
Pulaski County, IL	2004	
Putnam County, IL	2004	
Randolph County, IL	2004	
Richland County, IL	2004	
Rock Island County, IL	2004	
Saline County, IL	2004	
Sangamon County, IL	2004	
Schuyler County, IL	2004	
Scott County, IL	2004	
Shelby County, IL	2004	
Stark County, IL	2004	
Stephenson County, IL	2004	
Union County, IL	2004	
Vermilion County, IL	2004	
Wabash County, IL	2004	
Warren County, IL	2004	
Washington County, IL	2004	
Wayne County, IL	2004	
White County, IL	2004	
Whiteside County, IL	2004	
Williamson County, IL	2004	
Woodford County, IL	2004	
Allen County, KS	2004	
Anderson County, KS	2004	
Atchison County, KS	2004	
Barber County, KS	2004	
Barton County, KS	2004	
Bourbon County, KS	2004	
Brown County, KS	2004	
Butler County, KS	2004	
Chase County, KS	2004	
Chautauqua County, KS	2004	
Cherokee County, KS	2004	
Cheyenne County, KS	2004	
Clark County, KS	2004	
Clay County, KS	2004	
Cloud County, KS	2004	
Coffey County, KS	2004	
Comanche County, KS	2004	
Cowley County, KS	2004	
Crawford County, KS	2004	
Decatur County, KS	2004	
Dickinson County, KS	2004	
Doniphan County, KS	2004	
Douglas County, KS	2004	
Edwards County, KS	2004	
Elk County, KS	2004	
Ellis County, KS	2004	
Ellsworth County, KS	2004	
Finney County, KS	2004	
Ford County, KS	2004	
Franklin County, KS	2004	
Geary County, KS	2004	
Gove County, KS	2004	
Graham County, KS	2004	
Grant County, KS	2004	
Gray County, KS	2004	
Greeley County, KS	2004	
Greenwood County, KS	2004	
Hamilton County, KS	2004	
Harper County, KS	2004	
Harvey County, KS	2004	
Haskell County, KS	2004	
Hodgeman County, KS	2004	
Jackson County, KS	2004	
Jefferson County, KS	2004	
Jewell County, KS	2004	
Kearny County, KS	2004	
Kingman County, KS	2004	
Kiowa County, KS	2004	
Labette County, KS	2004	
Lane County, KS	2004	
Leavenworth County, KS	2004	
Lincoln County, KS	2004	
Linn County, KS	2004	
Logan County, KS	2004	
Lyon County, KS	2004	
McPherson County, KS	2004	
Marion County, KS	2004	
Marshall County, KS	2004	
Meade County, KS	2004	
Miami County, KS	2004	
Mitchell County, KS	2004	
Montgomery County, KS	2004	
Morris County, KS	2004	
Morton County, KS	2004	
Nemaha County, KS	2004	
Neosho County, KS	2004	
Ness County, KS	2004	
Norton County, KS	2004	
Osage County, KS	2004	
Osborne County, KS	2004	
Ottawa County, KS	2004	
Pawnee County, KS	2004	
Phillips County, KS	2004	
Pottawatomie County, KS	2004	
Pratt County, KS	2004	
Rawlins County, KS	2004	
Reno County, KS	2004	
Republic County, KS	2004	
Rice County, KS	2004	
Riley County, KS	2004	
Rooks County, KS	2004	
Rush County, KS	2004	
Russell County, KS	2004	
Saline County, KS	2004	
Scott County, KS	2004	
Seward County, KS	2004	
Sheridan County, KS	2004	
Sherman County, KS	2004	
Smith County, KS	2004	
Stafford County, KS	2004	
Stanton County, KS	2004	
Stevens County, KS	2004	
Sumner County, KS	2004	
Thomas County, KS	2004	
Trego County, KS	2004	
Wabaunsee County, KS	2004	
Washington County, KS	2004	
Wichita County, KS	2004	
Wilson County, KS	2004	
Woodson County, KS	2004	
Adams County, NE	2004	
Antelope County, NE	2004	
Boone County, NE	2004	
Box Butte County, NE	2004	
Boyd County, NE	2004	
Brown County, NE	2004	
Buffalo County, NE	2004	
Burt County, NE	2004	
Butler County, NE	2004	
Cass County, NE	2004	
Cedar County, NE	2004	
Chase County, NE	2004	
Cherry County, NE	2004	
Cheyenne County, NE	2004	
Clay County, NE	2004	
Colfax County, NE	2004	
Cuming County, NE	2004	
Custer County, NE	2004	
Dakota County, NE	2004	
Dawes County, NE	2004	
Dawson County, NE	2004	
Deuel County, NE	2004	
Dixon County, NE	2004	
Dodge County, NE	2004	
Dundy County, NE	2004	
Fillmore County, NE	2004	
Franklin County, NE	2004	
Frontier County, NE	2004	
Furnas County, NE	2004	
Gage County, NE	2004	
Garden County, NE	2004	
